---------------------------
|Estatíst.dados    |Número|
|-------------------------|
|Registros transfs.|   854|
---------------------------
14.04.2022                                                                                                                                                                                                                                              Relatório de ativo imobilizado                                                                                                                                                                                                                                                  2
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Relatório de ativo imobilizado
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Empr|Classe|Imobilizado |Sbnº|Denominação do imobilizado                        |Denominação do imobilizado                |Recebedor de Mercadorias|Local de instalação|Texto nºprinc.imob.                               |Dt.incorp.|Quantidade|UMB|UMB|Quantidade Retroativa|UMB|Nº inventário    |Nº série/Chassi   |Centro cst|Cen.|Centro                  |Espécie|Espécie                      |Ordem de investimento|Elemento PEP|Dta.desat.|Imob.origem |SubnºIeA|Val.aquis.atual|Moeda|  Depr.atual|Moeda|Val.cont.atual|Moeda|
|1001|2200  |220000000681|0   |REBOQUE RIO PRETO REBOQUE MOTO ANO 2006           |001-132191-500500314-0                    |              0000000000|                   |REBOQUE RIO PRETO REBOQUE MOTO ANO 2006           |22.07.2015|    1,000 |UN |UN |               0,000 |UN |AAAAAAA          |9A9RG020161AM8032 |1032500   |1032|Juiz De Fora            |101    |VEICULOS/MOTOCICLETA/TRICICLO|                     |            |00.00.0000|            |        |          0,01 |BRL  |       0,00 |BRL  |         0,01 |BRL  |
|1001|2200  |220000000685|0   |CAMINHiO TRUCK BOB-TAIL VW 24280 ANO2014          |001-132191-500500319-0                    |              0000000000|                   |CAMINHiO TRUCK BOB-TAIL VW 24280 ANO2014          |22.07.2015|    1,000 |UN |UN |               0,000 |UN |AAAAAAA          |95365824XER443619 |1019380   |1019|Paulínia                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|290000001822|0       |    180.000,01 |BRL  | 161.272,49-|BRL  |    18.727,52 |BRL  |
|1001|2200  |220000000687|0   |REBOQUE FRUEHAULF REBOQUE ANO 1965                |001-132191-500500320-0                    |              0000000000|                   |REBOQUE FRUEHAULF REBOQUE ANO 1965                |22.07.2015|    1,000 |UN |UN |               0,000 |UN |AAAAAAA          |2728470           |1019500   |1019|Paulínia                |101    |VEICULOS/MOTOCICLETA/TRICICLO|                     |            |00.00.0000|            |        |          0,01 |BRL  |       0,00 |BRL  |         0,01 |BRL  |
|1001|2200  |220000000688|0   |REBOQUE BISELLI REBOQUE ANO 1986                  |001-132191-500500321-0                    |              0000000000|                   |REBOQUE BISELLI REBOQUE ANO 1986                  |22.07.2015|    1,000 |UN |UN |               0,000 |UN |AAAAAAA          |20045Y            |1019500   |1019|Paulínia                |101    |VEICULOS/MOTOCICLETA/TRICICLO|                     |            |00.00.0000|            |        |          0,01 |BRL  |       0,00 |BRL  |         0,01 |BRL  |
|1001|2200  |220000000738|0   |CAMINHAO TOCO ENVASADO VW 8150 COM CARROCERIA     |001-132191-6014139-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 8150 COM CARROCERIA     |03.09.2009|    1,000 |UN |UN |               0,000 |UN |000014139-0000   |9BWA952P49R942794 |1051310   |1051|Canoas                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000267|0       |    114.259,49 |BRL  | 114.259,49-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000741|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |001-132191-6014198-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |15.02.2012|    1,000 |UN |UN |               0,000 |UN |000014198-0000   |9534N8248CR228311 |1151380   |1151|Porto Alegre            |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    248.889,52 |BRL  | 248.889,52-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000771|0   |CAMINHAO TOCO ENVASADO VW 15190 ANO 2013          |001-132191-6070225-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |06.02.2013|    1,000 |UN |UN |               0,000 |UN |000070225-0000   |9533E7231DR318866 |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000001022|0       |    151.427,50 |BRL  | 151.427,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000771|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |70000000492                               |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034408|0       |     14.100,00 |BRL  |   2.972,77-|BRL  |    11.127,23 |BRL  |
|1001|2200  |220000000990|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400072-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |17.05.2011|    1,000 |UN |UN |               0,000 |UN |000400072-0000   |9533172S4BR146977 |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000848|0       |    137.491,28 |BRL  | 137.491,28-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000990|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004866                              |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |29.02.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034386|0       |     14.100,00 |BRL  |   3.110,52-|BRL  |    10.989,48 |BRL  |
|1001|2200  |220000000993|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400074-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.05.2011|    1,000 |UN |UN |               0,000 |UN |000400074-0000   |9533172S0BR141517 |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000851|0       |    136.817,00 |BRL  | 136.817,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000993|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004870                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034390|0       |     14.100,00 |BRL  |   2.972,77-|BRL  |    11.127,23 |BRL  |
|1001|2200  |220000000994|0   |CAMINHAO TOCO ENVASADO VW 13180 ANO 2007          |001-132191-6400075-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 13180 ANO 2007          |12.06.2007|    1,000 |UN |UN |               0,000 |UN |000400075-0000   |9BWB672S27R721737 |1222340   |1222|Araruama                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|            |        |    116.147,90 |BRL  | 116.147,90-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000996|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004923                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034403|0       |     13.100,00 |BRL  |   2.865,63-|BRL  |    10.234,37 |BRL  |
|1001|2200  |220000000998|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6400079-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |06.12.2012|    1,000 |UN |UN |               0,000 |UN |000400079-0000   |9533E723XDR312788 |1421340   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000852|0       |    152.192,50 |BRL  | 152.192,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000000998|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000005082                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |27.04.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000035487|0       |     20.300,00 |BRL  |   3.491,52-|BRL  |    16.808,48 |BRL  |
|1001|2200  |220000001008|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400092-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |17.05.2011|    1,000 |UN |UN |               0,000 |UN |000400092-0000   |9533172S6BR142333 |1024340   |1024|Barra Mansa             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000329|0       |    145.007,00 |BRL  | 145.007,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001008|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004869                              |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |29.02.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1024340   |1024|Barra Mansa             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034389|0       |     19.902,00 |BRL  |   4.440,15-|BRL  |    15.461,85 |BRL  |
|1001|2200  |220000001009|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6400093-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |06.12.2012|    1,000 |UN |UN |               0,000 |UN |000400093-0000   |9533E7239DR312765 |1121340   |1121|Caxias                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000900|0       |    146.960,00 |BRL  | 146.960,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001009|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004871                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1121340   |1121|Caxias                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034391|0       |     20.300,00 |BRL  |   3.637,05-|BRL  |    16.662,95 |BRL  |
|1001|2200  |220000001010|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400094-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |14.07.2011|    1,000 |UN |UN |               0,000 |UN |000400094-0000   |9533172S6BR154420 |1024340   |1024|Barra Mansa             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000817|0       |    137.740,66 |BRL  | 137.740,66-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001010|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004876                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1024340   |1024|Barra Mansa             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034396|0       |     20.300,00 |BRL  |   3.637,05-|BRL  |    16.662,95 |BRL  |
|1001|2200  |220000001012|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6400096-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |09.01.2013|    1,000 |UN |UN |               0,000 |UN |000400096-0000   |9533E7239DR318856 |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000761|0       |    151.427,50 |BRL  | 151.427,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001012|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004927                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1121340   |1121|Caxias                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034407|0       |     14.100,00 |BRL  |   2.972,77-|BRL  |    11.127,23 |BRL  |
|1001|2200  |220000001014|0   |CAMINHAO TOCO ENVASADO VW 8120 COM CARROCERIA     |001-132191-6400105-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 8120 COM CARROCERIA     |01.04.2011|    1,000 |UN |UN |               0,000 |UN |000400105-0000   |9533452R8BR138440 |1721310   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000763|0       |    106.039,50 |BRL  | 106.039,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001016|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6400107-60000                  |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |06.12.2012|    1,000 |UN |UN |               0,000 |UN |000400107-0000   |9533E7232DR314664 |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000769|0       |    151.967,50 |BRL  | 151.967,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001016|1   |Plataformas Elevatórias Envasado- 2019            |700000004873                              |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |                  |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034393|0       |     20.300,00 |BRL  |   3.637,05-|BRL  |    16.662,95 |BRL  |
|1001|2200  |220000001019|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6400110-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |10.01.2013|    1,000 |UN |UN |               0,000 |UN |000400110-0000   |9533E7234DR318411 |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000764|0       |    150.057,50 |BRL  | 150.057,50-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001019|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004921                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1721340   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034401|0       |     20.300,00 |BRL  |   3.637,05-|BRL  |    16.662,95 |BRL  |
|1001|2200  |220000001026|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400117-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |12.07.2011|    1,000 |UN |UN |               0,000 |UN |000400117-0000   |9533172S2BR158724 |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000776|0       |    137.985,68 |BRL  | 137.985,68-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001026|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004868                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034388|0       |     21.300,00 |BRL  |   3.744,20-|BRL  |    17.555,80 |BRL  |
|1001|2200  |220000001028|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400121-60000                  |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.05.2011|    1,000 |UN |UN |               0,000 |UN |000400121-0000   |9533172S6BR146981 |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000778|0       |    137.541,28 |BRL  | 137.541,28-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001028|1   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |700000004931                              |              0000000000|                   |Plataf. Elevatórias Env.- D.CAXIAS 2019           |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000034411|0       |     20.300,00 |BRL  |   3.637,05-|BRL  |    16.662,95 |BRL  |
|1001|2200  |220000001031|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400122-60000                  |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |17.05.2011|    1,000 |UN |UN |               0,000 |UN |000400122-0000   |9533172S8BR142253 |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000905|0       |    144.967,00 |BRL  | 144.967,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001031|1   |Plataformas Elevatórias Envasado- 2019            |700000005144                              |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |17.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1521340   |1521|Mesquita                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000036332|0       |     14.100,00 |BRL  |   2.972,77-|BRL  |    11.127,23 |BRL  |
|1001|2200  |220000001034|0   |CAMINHAO TOCO BOB-TAIL VW 15180 ANO 2012          |001-132191-6400216-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 15180 ANO 2012          |23.03.2012|    1,000 |UN |UN |               0,000 |UN |000400216-0000   |953468232CR221794 |1013380   |1013|São Vicente             |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    213.235,13 |BRL  | 213.235,13-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001036|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |001-132191-6400218-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |21.03.2012|    1,000 |UN |UN |               0,000 |UN |000400218-0000   |9534N8243CR227826 |1091380   |1091|Belém                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    185.718,63 |BRL  | 185.718,63-|BRL  |         0,00 |BRL  |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
14.04.2022                                                                                                                                                                                                                                              Relatório de ativo imobilizado                                                                                                                                                                                                                                                  5
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Empr|Classe|Imobilizado |Sbnº|Denominação do imobilizado                        |Denominação do imobilizado                |Recebedor de Mercadorias|Local de instalação|Texto nºprinc.imob.                               |Dt.incorp.|Quantidade|UMB|UMB|Quantidade Retroativa|UMB|Nº inventário    |Nº série/Chassi   |Centro cst|Cen.|Centro                  |Espécie|Espécie                      |Ordem de investimento|Elemento PEP|Dta.desat.|Imob.origem |SubnºIeA|Val.aquis.atual|Moeda|  Depr.atual|Moeda|Val.cont.atual|Moeda|
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1001|2200  |220000001039|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400223-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |31.10.2009|    1,000 |UN |UN |               0,000 |UN |000400223-0000   |9533172SXAR008617 |1098340   |1098|São Luiz                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000840|0       |    137.753,70 |BRL  | 137.753,70-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001040|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400222-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |26.12.2006|    1,000 |UN |UN |               0,000 |UN |000400222-0000   |9BWN672S76R609012 |1091340   |1091|Belém                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000842|0       |    140.723,00 |BRL  | 140.723,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001041|0   |TRAILER CISNE TRAILER ANO 2005                    |001-132191-6400225-60000                  |              0000000000|                   |TRAILER CISNE TRAILER ANO 2005                    |18.05.2005|    1,000 |UN |UN |               0,000 |UN |000400225-0000   |9AZMTB0025P001621 |1091200   |1091|Belém                   |101    |VEICULOS/MOTOCICLETA/TRICICLO|                     |            |00.00.0000|            |        |     46.080,00 |BRL  |  46.080,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001044|0   |CAMINHAO TOCO ENVASADO VW 13180 COM CARROCERIA    |001-132191-6400229-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 13180 COM CARROCERIA    |27.07.2006|    1,000 |UN |UN |               0,000 |UN |000400229-0000   |9BWB672S66R619985 |1098500   |1098|São Luiz                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000843|0       |    108.934,00 |BRL  | 108.934,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001046|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400231-60000                  |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |05.06.2011|    1,000 |UN |UN |               0,000 |UN |000400231-0000   |953317255BR149919 |1098340   |1098|São Luiz                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000845|0       |    143.587,68 |BRL  | 143.587,68-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001046|1   |Plataformas Elevatórias Envasado- 2019            |700000005267                              |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |29.02.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1098340   |1098|São Luiz                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000037063|0       |     16.258,61 |BRL  |   3.983,58-|BRL  |    12.275,03 |BRL  |
|1001|2200  |220000001065|0   |CAMINHAO TOCO BOB-TAIL VW 24250 ANO 2012          |001-132191-6400340-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 24250 ANO 2012          |01.04.2012|    1,000 |UN |UN |               0,000 |UN |000400340-0000   |9534N8249CR203692 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    239.748,63 |BRL  | 239.748,63-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001066|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |001-132191-6400341-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |01.04.2012|    1,000 |UN |UN |               0,000 |UN |000400341-0000   |9534N8244CR228158 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    262.603,88 |BRL  | 262.603,88-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001067|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |001-132191-6400342-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |01.04.2012|    1,000 |UN |UN |               0,000 |UN |000400342-0000   |9534N8249CR203319 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    268.538,54 |BRL  | 268.538,54-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001076|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2010          |001-132191-6400557-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2010          |22.03.2010|    1,000 |UN |UN |               0,000 |UN |000400557-0000   |9534N8247AR019090 |1071380   |1071|Salvador                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    257.766,43 |BRL  | 257.766,43-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001077|0   |CAMINHAO TOCO BOB-TAIL VW 15180 ANO 2012          |001-132191-6400558-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 15180 ANO 2012          |01.04.2012|    1,000 |UN |UN |               0,000 |UN |000400558-0000   |953468232CR221729 |1071380   |1071|Salvador                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    222.756,69 |BRL  | 222.756,69-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001086|0   |CAMINHAO TOCO ENVASADO VW 13180 ANO 2009          |001-132191-6400570-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 13180 ANO 2009          |18.11.2009|    1,000 |UN |UN |               0,000 |UN |000400570-0000   |9533172S6AR010445 |1179340   |1179|Nossa Senhora do Socorro|102    |CAMINHAO CARGA               |                     |            |00.00.0000|            |        |    149.383,13 |BRL  | 149.383,13-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001089|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |001-132191-6400612-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2012          |16.02.2012|    1,000 |UN |UN |               0,000 |UN |000400612-0000   |9534N8242CR214890 |1063380   |1063|Gurupi                  |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    185.825,93 |BRL  | 185.825,93-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001090|0   |CAMINHAO TRUCK VW 24250 ANO2006 CAVALO MECÂNICO   |001-132191-6400618-60000                  |              0000000000|                   |CAMINHAO TRUCK VW 24250 ANO2006 CAVALO MECÂNICO   |19.10.2006|    1,000 |UN |UN |               0,000 |UN |000400618-0000   |9BWXN82426R634208 |1721500   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|            |        |    189.510,65 |BRL  | 189.510,65-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001090|1   |CAMINHAO TRUCK BOB-TAIL TRANSFORMAÇÃO CAVALO MEC  |                                          |              0000000000|                   |CAMINHAO TRUCK VW 24250 ANO2006 CAVALO MECÂNICO   |31.01.2017|    1,000 |UN |UN |               0,000 |UN |400618           |9BWXN82426R634208 |1721500   |1721|C. Grande - RJ          |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000000141|0       |     27.110,82 |BRL  |  16.661,85-|BRL  |    10.448,97 |BRL  |
|1001|2200  |220000001091|0   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2011          |001-132191-6400619-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2011          |05.06.2011|    1,000 |UN |UN |               0,000 |UN |000400619-0000   |9533782T5BR150274 |1062380   |1062|Goiânia                 |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    180.731,66 |BRL  | 180.731,66-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001092|0   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2011          |001-132191-6400620-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2011          |26.05.2011|    1,000 |UN |UN |               0,000 |UN |000400620-0000   |9533782T2BR150698 |1121380   |1121|Caxias                  |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    222.691,10 |BRL  | 222.691,10-|BRL  |         0,00 |BRL  |
