,6,mensage
304,"""0001937976""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
305,"""0001938454""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
306,"""0001937108""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
307,"""0003593260""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
308,"""0001079159""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
309,"""0003600596""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
310,"""0001143801""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
311,"""0003764081""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
312,"""0001937955""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
313,"""0003617405""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
314,"""0001936864""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
315,"""0003552108""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
316,"""0001936917""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
317,"""0003595914""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
318,"""0001937277""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
319,"""0001937783""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
320,"""0003593286""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
321,"""0003635166""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
322,"""0003626192""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
323,"""0003712925""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
324,"""0003702993""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
325,"""0001938042""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
326,"""0003739063""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
327,"""0001956087""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
328,"""0003645874""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
329,"""0003584524""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
330,"""0003673216""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
331,"""0003677169""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
332,"""0003603428""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
333,"""0001936852""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
334,"""0001967278""",FIELD_FILTER_VALIDATION_EXCEPTION:O Centro Forneced
335,"""0001937679""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
336,"""0003604308""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
337,"""0003729307""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
338,"""0003605182""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
339,"""0001937443""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
340,"""0003575313""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
341,"""0001938100""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
342,"""0001936702""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
343,"""0001938256""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
344,"""0001937686""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
345,"""0001936782""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
346,"""0003604301""",DUPLICATE_VALUE:valor duplicado encontrado: CodigoC
